	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
181132	-0.9401	0.1703	0.4671	-0.7469	1.6953	-0.0348	0.2905	-1.5441	0.7879	0.5181	-1.6365	0.5592	1.5255	0.1425	0.3641	-1.658
181182	-1.2699	-0.0005	0.7214	-0.5935	1.5965	0.185	0.6399	-1.9414	0.978	0.6002	-1.425	0.3738	0.9859	0.5786	-0.0854	-1.3882
181207	-1.0725	-0.1276	0.6002	-0.7605	1.622	0.0287	0.7249	-1.623	1.1153	0.4691	-1.6646	0.4953	1.1693	0.518	-0.1857	-1.3465
181230	-1.0718	0.2078	0.536	-0.7693	1.4873	0.0696	0.2568	-1.8961	0.8497	0.5033	-1.1435	0.4193	1.4433	0.4182	0.4587	-1.815
181374	-1.0371	-0.0777	0.5347	-0.733	1.4374	0.2222	0.7311	-1.7746	1.2741	0.4925	-1.5959	0.6028	0.9623	0.6354	-0.3505	-1.3671
181423	-1.6886	-0.3728	0.8599	-0.866	1.6482	-0.0483	0.7881	-1.0227	1.1547	0.1916	-1.6348	0.5239	1.2249	0.6252	-0.6553	-0.7474
181693	-1.3016	-0.1266	0.5919	-0.6736	1.6454	-0.0852	0.7317	-1.9311	0.9902	0.6046	-1.3605	0.1557	1.2589	0.5411	0.1523	-1.2302
181758	-1.1101	0.3822	0.7382	-0.8594	1.4869	-0.0014	0.3602	-1.6782	0.6474	0.6007	-1.4486	0.4838	1.3523	0.3844	0.3893	-1.7788
182084	-0.8442	0.1677	0.7979	-0.9463	1.3488	0.111	0.6805	-1.7337	0.8462	0.4251	-1.5698	0.6558	1.1593	0.7084	-0.199	-1.6556
182097	-1.2496	-0.0491	0.7776	-0.8156	1.3792	-0.0341	0.9952	-1.938	1.1149	0.4262	-1.3956	0.2566	1.04	0.9011	-0.3012	-1.147
190069	-1.3593	-0.2452	0.6376	-0.899	1.5711	0.091	0.8606	-1.588	1.3146	0.2243	-1.3895	0.4873	1.1032	0.7194	-0.3189	-1.2447
190089	-1.1668	-0.1325	0.6606	-0.8676	1.6451	0.0601	0.7399	-1.5026	0.9832	0.358	-1.5764	0.5666	1.2688	0.5627	-0.3173	-1.3155
190106	-1.2419	-0.0964	0.4747	-0.7879	1.4452	0.1252	0.7171	-1.9829	1.1699	0.4814	-1.1555	0.5409	1.1299	0.6898	-0.1654	-1.3858
190197	-0.8274	0.0779	0.6834	-0.8748	1.5834	0.0037	0.5726	-1.2921	0.8227	0.5233	-2.0011	0.6706	1.3044	0.4462	-0.1858	-1.5465
190206	-0.9884	0.333	0.8699	-0.8971	1.5292	-0.0343	0.6458	-1.5626	0.471	0.6544	-1.7499	0.5734	1.1965	0.4608	0.0946	-1.6466
190323	-1.3015	-0.1033	0.6053	-0.861	1.3111	0.1754	0.8859	-1.8343	1.395	0.3622	-1.2192	0.4252	0.9258	0.9448	-0.4426	-1.3098
190533	-1.3187	-0.0267	0.6891	-0.8781	1.3643	-0.0294	0.6302	-1.9593	1.0846	0.5112	-1.2581	0.2902	1.2772	0.7984	0.0577	-1.2741
190789	-1.2135	-0.0849	0.5663	-0.8177	1.4128	-0.0072	0.624	-1.9787	1.092	0.6351	-1.3481	0.2664	1.3142	0.5883	0.2009	-1.293
